Date,TempHighF,TempLowF,DewPointHighF,DewPointLowF,HumidityHighPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityLowMiles,WindHighMPH,WindGustMPH,PrecipitationSumInches,Events
2016-05-05,89,59,56.0,50.0,72.0,29.0,30.07,29.95,10.0,10.0,8.0,15.0,0,
2016-11-26,70,53,56.0,47.0,83.0,55.0,30.4,30.19,10.0,10.0,7.0,9.0,0,
2016-07-23,101,78,74.0,67.0,85.0,35.0,30.02,29.82,10.0,10.0,13.0,21.0,0,
2014-02-06,32,26,17.0,13.0,58.0,49.0,30.57,30.42,10.0,10.0,15.0,23.0,0,
2017-02-12,79,66,66.0,49.0,93.0,52.0,30.19,29.98,10.0,5.0,14.0,21.0,0,
2014-07-25,96,75,73.0,66.0,87.0,39.0,30.02,29.89,10.0,10.0,12.0,18.0,0,
2016-12-27,76,62,68.0,47.0,97.0,46.0,30.27,30.14,10.0,10.0,7.0,11.0,T,
2017-01-28,61,39,37.0,21.0,82.0,22.0,30.43,30.27,10.0,10.0,14.0,22.0,T,Rain
2016-10-13,89,68,73.0,62.0,94.0,51.0,30.17,30.01,10.0,4.0,12.0,16.0,0.17,Rain
2015-03-29,84,57,60.0,50.0,93.0,40.0,30.11,29.99,10.0,10.0,17.0,28.0,0,
2016-07-02,98,76,74.0,71.0,88.0,45.0,30.05,29.88,10.0,9.0,14.0,23.0,0,
2014-03-25,69,44,46.0,31.0,93.0,28.0,30.35,30.14,10.0,7.0,15.0,22.0,0,
2015-09-02,95,71,70.0,64.0,90.0,39.0,30.08,29.89,10.0,10.0,12.0,19.0,0,
2017-06-22,99,76,72.0,64.0,74.0,33.0,29.76,29.6,10.0,10.0,10.0,17.0,0,
2014-07-11,95,71,72.0,56.0,90.0,30.0,30.15,30.03,10.0,10.0,13.0,22.0,0,
2016-12-18,37,26,18.0,10.0,58.0,38.0,30.67,30.25,10.0,10.0,21.0,35.0,0,
2016-09-22,94,70,74.0,65.0,84.0,44.0,30.0,29.88,10.0,10.0,14.0,18.0,0,
2014-08-09,100,77,74.0,62.0,88.0,31.0,30.0,29.85,10.0,10.0,13.0,18.0,0,
2017-05-24,87,56,55.0,43.0,86.0,21.0,29.95,29.7,10.0,10.0,12.0,19.0,0,
2015-10-25,64,57,58.0,55.0,100.0,78.0,30.07,29.99,10.0,3.0,17.0,31.0,0.65,Rain
2014-08-26,101,77,71.0,62.0,71.0,33.0,29.98,29.89,10.0,8.0,14.0,23.0,T,"Rain , Thunderstorm"
2015-06-03,89,67,70.0,64.0,90.0,47.0,29.98,29.85,10.0,10.0,13.0,20.0,0,
2016-01-12,66,34,39.0,29.0,89.0,27.0,30.36,30.23,10.0,10.0,10.0,16.0,0,
2014-09-14,77,64,67.0,62.0,100.0,73.0,30.23,30.1,10.0,3.0,7.0,10.0,0,
2013-12-29,64,36,49.0,28.0,92.0,60.0,30.31,29.99,10.0,4.0,17.0,24.0,0,
2015-09-22,97,70,67.0,61.0,79.0,33.0,30.04,29.94,10.0,10.0,10.0,17.0,0,
2016-09-23,93,76,77.0,72.0,94.0,52.0,30.03,29.88,10.0,2.0,14.0,20.0,0.03,Rain
2016-07-21,101,76,73.0,65.0,87.0,33.0,30.14,30.0,10.0,10.0,12.0,20.0,0,
2016-01-06,53,46,52.0,41.0,100.0,71.0,30.21,29.95,10.0,1.0,9.0,13.0,0.13,"Rain , Thunderstorm"
2015-09-13,91,63,58.0,47.0,73.0,24.0,30.09,29.95,10.0,10.0,13.0,20.0,0,
2015-04-13,87,64,70.0,54.0,100.0,34.0,29.98,29.79,10.0,2.0,13.0,19.0,0.09,"Rain , Thunderstorm"
2015-12-01,59,46,46.0,39.0,93.0,51.0,30.12,29.98,10.0,10.0,7.0,12.0,0,
2017-06-01,89,67,71.0,65.0,97.0,53.0,30.04,29.86,10.0,9.0,10.0,16.0,0,
2015-03-01,43,35,41.0,34.0,100.0,89.0,30.36,30.22,8.0,2.0,10.0,16.0,0.09,Rain
2016-09-03,92,73,74.0,69.0,94.0,52.0,29.99,29.9,10.0,5.0,10.0,17.0,T,
2017-06-29,99,75,75.0,70.0,94.0,42.0,29.91,29.77,10.0,10.0,13.0,23.0,0,
2015-04-28,65,53,59.0,47.0,84.0,64.0,30.12,29.82,10.0,10.0,17.0,26.0,0,
2014-02-21,72,41,33.0,22.0,67.0,19.0,30.21,30.03,10.0,10.0,14.0,20.0,0,
2016-09-29,86,63,62.0,50.0,87.0,34.0,30.21,30.08,10.0,10.0,12.0,21.0,0,
2016-01-15,70,48,53.0,29.0,93.0,22.0,29.87,29.71,10.0,10.0,10.0,17.0,0,
2017-03-20,85,64,65.0,53.0,87.0,39.0,30.19,30.03,10.0,10.0,13.0,21.0,0,
2017-04-16,84,69,68.0,65.0,90.0,55.0,30.06,29.95,10.0,10.0,14.0,21.0,0,
2014-10-15,88,56,51.0,40.0,72.0,20.0,30.13,29.99,10.0,10.0,9.0,16.0,0,
2015-08-25,101,77,71.0,65.0,79.0,33.0,30.06,29.97,10.0,10.0,12.0,23.0,0,
2014-05-24,86,70,70.0,66.0,97.0,61.0,30.06,29.89,10.0,7.0,15.0,23.0,T,
2015-04-22,81,67,68.0,63.0,93.0,64.0,29.95,29.81,10.0,7.0,16.0,23.0,T,
2015-08-17,98,74,71.0,64.0,87.0,35.0,29.97,29.82,10.0,9.0,12.0,17.0,0,
2015-10-01,94,69,63.0,57.0,73.0,30.0,30.08,29.93,10.0,1.0,12.0,17.0,0,
2014-06-27,91,75,74.0,70.0,88.0,49.0,29.93,29.79,10.0,8.0,17.0,32.0,T,
2014-06-28,93,78,74.0,71.0,85.0,52.0,29.97,29.83,10.0,8.0,16.0,27.0,T,
2016-03-01,81,59,62.0,35.0,87.0,36.0,30.18,29.93,10.0,10.0,16.0,28.0,0,
2016-04-27,90,62,71.0,36.0,93.0,15.0,29.78,29.55,10.0,1.0,16.0,37.0,0.54,"Rain , Thunderstorm"
2015-08-26,98,73,71.0,64.0,87.0,36.0,30.12,29.99,10.0,10.0,8.0,13.0,0,
2016-06-12,94,77,77.0,75.0,91.0,56.0,30.09,29.92,10.0,8.0,14.0,22.0,0,
2017-04-13,82,67,66.0,58.0,100.0,54.0,30.21,30.04,10.0,5.0,14.0,23.0,T,Rain
2014-01-31,80,55,59.0,51.0,86.0,42.0,29.96,29.79,10.0,9.0,14.0,25.0,0,
2014-03-30,79,45,51.0,38.0,83.0,29.0,30.22,30.01,10.0,10.0,20.0,30.0,0,
2015-04-08,79,69,69.0,65.0,90.0,71.0,30.0,29.83,10.0,6.0,16.0,29.0,T,
2015-10-02,89,67,58.0,40.0,68.0,22.0,30.06,29.88,10.0,10.0,12.0,18.0,0,
2016-09-24,97,77,76.0,72.0,94.0,49.0,30.03,29.87,10.0,4.0,15.0,23.0,0.01,"Rain , Thunderstorm"
2016-11-13,76,54,58.0,52.0,93.0,57.0,30.27,30.12,10.0,9.0,7.0,12.0,0,
2016-08-06,100,77,75.0,67.0,88.0,38.0,30.02,29.86,10.0,10.0,12.0,18.0,0,
2014-07-17,89,74,76.0,70.0,94.0,59.0,29.92,29.76,10.0,7.233009708737864,13.0,19.0,3.53,"Fog , Rain , Thunderstorm"
2014-03-14,75,49,59.0,43.0,86.0,49.0,30.11,29.95,10.0,10.0,13.0,24.0,0,
2015-11-18,72,43,45.0,39.0,93.0,35.0,29.96,29.78,10.0,10.0,9.0,15.0,0,
2014-08-28,99,76,73.0,68.0,82.0,40.0,29.97,29.81,10.0,10.0,17.0,26.0,0,
2014-03-07,67,39,50.0,36.0,86.0,44.0,30.1,29.88,10.0,5.0,16.0,22.0,0,
2014-08-06,99,76,73.0,61.0,94.0,33.0,30.06,29.86,10.0,9.0,13.0,20.0,0,
2016-10-08,86,61,63.0,57.0,90.0,48.0,30.25,30.12,10.0,10.0,9.0,16.0,0,
2015-02-22,56,37,52.0,33.0,93.0,66.0,30.41,29.95,10.0,2.0,20.0,30.0,0.02,Rain
2016-05-24,87,74,74.0,70.0,87.0,65.0,29.98,29.85,10.0,10.0,13.0,22.0,0,
2017-01-16,70,58,61.0,51.0,97.0,58.0,30.05,29.91,10.0,1.0,9.0,16.0,0.3,"Rain , Thunderstorm"
2016-09-10,93,71,75.0,64.0,94.0,41.0,30.18,29.94,10.0,2.0,18.0,31.0,0.05,Rain
2015-06-20,83,72,77.0,70.0,100.0,79.0,30.07,29.96,10.0,7.233009708737864,17.0,26.0,0.49,"Fog , Rain , Thunderstorm"
2016-11-18,79,52,68.0,31.0,90.0,34.0,30.47,29.9,10.0,10.0,17.0,29.0,T,Rain
2016-09-05,94,73,77.0,72.0,94.0,59.0,30.08,29.96,10.0,9.0,14.0,19.0,T,"Rain , Thunderstorm"
2015-09-23,94,68,69.0,53.0,90.0,26.0,30.05,29.92,10.0,9.0,10.0,15.0,0,
2015-07-17,96,76,74.0,69.0,88.0,43.0,30.02,29.84,10.0,10.0,13.0,21.0,0,
2015-03-23,80,52,59.0,51.0,100.0,45.0,30.13,29.99,10.0,6.0,9.0,14.0,0,
2015-10-15,95,63,67.0,46.0,87.0,23.0,30.13,29.99,10.0,7.0,12.0,21.0,0,
2014-07-09,98,72,72.0,57.0,90.0,27.0,30.07,29.93,10.0,8.0,14.0,23.0,0,
2015-10-27,84,58,56.0,47.0,93.0,28.0,29.94,29.74,10.0,10.0,8.0,14.0,0,
2017-06-25,90,75,74.0,67.0,87.0,47.0,30.19,30.05,10.0,7.0,13.0,19.0,0.02,Rain
2016-12-26,84,70,70.0,67.0,93.0,55.0,30.24,29.99,10.0,7.0,12.0,20.0,T,Rain
2016-03-19,62,47,49.0,28.0,72.0,31.0,30.29,30.02,10.0,10.0,18.0,29.0,0,
2016-08-29,91,73,75.0,71.0,94.0,56.0,30.05,29.89,10.0,3.0,16.0,25.0,0.06,Rain
2017-05-23,86,58,65.0,51.0,100.0,45.0,29.96,29.78,10.0,2.0,21.0,33.0,0.07,"Rain , Thunderstorm"
2016-10-18,93,75,73.0,66.0,87.0,47.0,29.91,29.8,10.0,10.0,13.0,22.0,0,
2015-01-18,72,46,34.0,26.0,53.0,20.0,30.38,30.2,10.0,10.0,10.0,15.0,0,
2015-06-02,90,67,70.0,64.0,93.0,46.0,30.03,29.89,10.0,10.0,9.0,16.0,0,
2014-07-20,94,74,76.0,70.0,93.0,52.0,30.04,29.88,10.0,7.0,12.0,18.0,0,
2015-01-29,79,52,55.0,34.0,100.0,35.0,30.39,30.12,10.0,6.0,16.0,25.0,T,
2014-08-22,103,79,74.0,59.0,85.0,25.0,30.08,29.91,10.0,10.0,15.0,23.0,0,
2015-09-10,96,72,76.0,68.0,100.0,42.0,29.98,29.81,10.0,7.233009708737864,16.0,25.0,0.79,"Fog , Rain , Thunderstorm"
2014-09-21,90,72,73.0,64.0,94.0,47.0,30.06,29.96,10.0,10.0,10.0,15.0,0,
2014-07-14,101,75,71.0,59.0,82.0,28.0,30.03,29.87,10.0,10.0,10.0,16.0,0,
2016-09-01,96,75,74.0,69.0,94.0,46.0,29.97,29.86,10.0,8.0,10.0,15.0,0,
2014-10-03,85,65,59.0,45.0,63.0,25.0,30.19,29.94,10.0,10.0,14.0,22.0,0,Thunderstorm
2015-05-21,76,62,74.0,59.0,94.0,73.0,30.13,29.94,10.0,7.0,15.0,24.0,0.02,"Rain , Thunderstorm"
2014-07-29,97,76,72.0,66.0,87.0,38.0,30.08,29.99,10.0,10.0,13.0,23.0,0,
2014-11-22,67,58,64.0,56.0,100.0,93.0,30.07,29.7,10.0,7.233009708737864,20.0,28.0,3.33,"Fog , Rain , Thunderstorm"
2014-01-24,40,26,22.0,10.0,81.0,39.0,30.76,30.4,10.0,3.0,16.0,24.0,0.05,
2014-03-16,64,48,58.0,32.0,93.0,39.0,30.07,29.7,10.0,10.0,24.0,36.0,0,
2016-09-12,93,70,73.0,67.0,93.0,47.0,30.0,29.86,10.0,10.0,10.0,15.0,0,
2014-05-26,75,64,70.0,61.0,93.0,73.0,30.09,29.94,10.0,1.0,17.0,29.0,1.56,"Rain , Thunderstorm"
2017-05-26,92,75,75.0,70.0,87.0,52.0,29.89,29.74,10.0,7.0,13.0,24.0,0,
2015-11-01,75,59,59.0,53.0,97.0,53.0,30.04,29.91,10.0,5.0,8.0,12.0,0.07,Rain
2016-10-03,87,62,64.0,59.0,90.0,42.0,29.98,29.82,10.0,9.0,10.0,14.0,0,
2015-04-25,93,70,73.0,46.0,100.0,21.0,29.83,29.65,10.0,2.0,12.0,20.0,0.04,Thunderstorm
2014-12-31,42,36,31.0,27.0,76.0,64.0,30.57,30.41,10.0,9.0,14.0,21.0,T,
2015-07-23,99,77,73.0,65.0,88.0,35.0,30.03,29.88,10.0,10.0,14.0,24.0,0,
2015-07-04,92,76,74.0,72.0,94.0,52.0,30.03,29.9,10.0,9.0,14.0,22.0,0,
2015-09-20,95,69,70.0,57.0,90.0,30.0,30.01,29.9,9.99158377964805,7.233009708737864,9.0,15.0,0,
2017-04-09,81,66,66.0,61.0,87.0,58.0,29.94,29.82,10.0,10.0,15.0,26.0,0,
2016-01-10,50,33,28.0,25.0,82.0,39.0,30.4,30.23,10.0,10.0,12.0,16.0,0,
2016-12-01,69,37,43.0,31.0,85.0,27.0,30.16,30.01,10.0,10.0,12.0,16.0,0,
2017-03-14,73,40,46.0,41.0,57.0,35.0,30.33,30.13,10.0,10.0,12.0,18.0,0,
2015-09-01,94,74,72.0,63.0,87.0,41.0,30.07,29.92,10.0,10.0,14.0,21.0,0,
2017-05-07,88,61,59.0,56.0,78.0,34.0,30.0,29.88,10.0,10.0,15.0,23.0,0,
2014-09-11,99,78,75.0,64.0,85.0,35.0,29.97,29.81,10.0,10.0,10.0,19.0,0,
2016-07-26,93,75,77.0,71.0,100.0,52.0,29.98,29.87,10.0,1.0,9.0,17.0,0.08,"Rain , Thunderstorm"
2015-07-03,91,76,74.0,69.0,88.0,49.0,30.03,29.89,10.0,7.0,12.0,19.0,T,
2017-07-04,101,78,74.0,66.0,85.0,35.0,30.07,29.86,10.0,10.0,13.0,28.0,0,
2016-01-23,57,31,32.0,27.0,85.0,36.0,30.37,30.17,10.0,10.0,8.0,12.0,0,
2015-04-16,81,67,70.0,64.0,93.0,62.0,29.98,29.82,10.0,4.0,17.0,27.0,0.01,"Rain , Thunderstorm"
2015-11-26,74,68,71.0,63.0,100.0,81.0,30.15,30.04,10.0,2.0,14.0,20.0,0.26,Rain
2014-12-03,59,48,55.0,43.0,100.0,75.0,30.23,30.14,10.0,2.0,7.0,10.0,0,
2015-09-14,90,64,68.0,51.0,79.0,27.0,30.07,29.95,10.0,10.0,12.0,17.0,0,
2015-03-19,83,63,66.0,61.0,100.0,58.0,30.0,29.88,10.0,2.0,12.0,17.0,0,
2016-07-29,96,74,75.0,69.0,91.0,43.0,30.06,29.88,10.0,10.0,9.0,17.0,0,
2016-11-20,67,35,36.0,27.0,85.0,24.0,30.48,30.21,10.0,10.0,10.0,15.0,0,
2014-11-09,74,47,45.0,40.0,86.0,31.0,30.19,29.92,10.0,10.0,8.0,13.0,0,
2016-07-16,100,76,74.0,66.0,94.0,38.0,30.07,29.91,10.0,9.0,12.0,20.0,0,
2014-05-04,91,61,42.0,32.0,37.0,16.0,30.09,29.94,10.0,10.0,14.0,23.0,0,
2017-05-22,77,61,65.0,58.0,93.0,69.0,30.1,29.89,10.0,7.0,9.0,16.0,0.02,Rain
2016-10-29,86,64,65.0,58.0,93.0,42.0,30.19,30.06,10.0,8.0,12.0,21.0,0,
2017-05-29,88,68,69.0,64.0,93.0,46.0,30.11,29.92,10.0,10.0,8.0,11.0,0,
2014-12-19,57,48,50.0,44.0,100.0,77.0,30.21,30.06,10.0,1.0,13.0,19.0,0.59,"Rain , Thunderstorm"
2013-12-31,55,36,31.0,23.0,76.0,32.0,30.49,30.27,10.0,10.0,8.0,12.0,0,
2015-04-29,77,49,48.0,41.0,93.0,29.0,30.13,29.96,10.0,10.0,12.0,19.0,0,
2016-01-26,58,43,36.0,26.0,58.0,41.0,30.32,30.06,10.0,10.0,18.0,30.0,T,Rain
2015-01-07,51,30,38.0,8.0,76.0,32.0,30.8,30.34,10.0,10.0,21.0,32.0,0,
2014-10-31,76,56,61.0,39.0,93.0,27.0,30.32,30.11,10.0,2.0,16.0,25.0,0.3,Rain
2015-01-11,49,34,45.0,33.0,100.0,80.0,30.3,30.1,10.0,2.0,8.0,13.0,0.17,Rain
2017-06-16,98,77,73.0,66.0,82.0,38.0,29.91,29.72,10.0,10.0,16.0,29.0,0,
2016-02-28,78,55,59.0,52.0,93.0,50.0,30.12,29.95,10.0,10.0,13.0,23.0,0,
2015-06-08,93,71,71.0,64.0,93.0,41.0,29.99,29.89,10.0,10.0,9.0,13.0,0,
2015-09-05,101,79,77.0,66.0,91.0,33.0,30.03,29.88,10.0,10.0,16.0,24.0,0.01,
2015-06-10,93,72,70.0,66.0,79.0,44.0,29.87,29.76,10.0,10.0,10.0,16.0,0,
2016-08-10,102,81,77.0,68.0,91.0,37.0,30.0,29.85,10.0,10.0,12.0,20.0,0,
2014-04-04,74,54,69.0,28.0,93.0,22.0,30.14,29.82,10.0,5.0,17.0,28.0,T,Rain
2015-01-15,59,38,38.0,34.0,92.0,43.0,30.4,30.29,10.0,6.0,12.0,19.0,0,
2014-12-26,74,53,63.0,48.0,100.0,66.0,29.97,29.86,10.0,3.0,12.0,21.0,0.01,Rain
2015-02-20,75,54,60.0,49.0,86.0,57.0,30.08,29.77,10.0,9.0,16.0,31.0,0,
2016-12-19,45,23,17.0,8.0,59.0,24.0,30.76,30.6,10.0,10.0,13.0,21.0,0,
2015-07-15,95,75,72.0,66.0,87.0,41.0,29.99,29.84,10.0,10.0,13.0,19.0,0,
2014-04-25,88,63,64.0,45.0,68.0,34.0,30.01,29.84,10.0,10.0,12.0,20.0,0,
2015-10-24,76,60,74.0,60.0,100.0,87.0,30.01,29.8,10.0,1.0,17.0,26.0,4.79,Rain
2017-04-10,80,71,73.0,65.0,90.0,74.0,30.05,29.89,10.0,1.0,13.0,22.0,0.1,Rain
2017-06-03,92,71,73.0,65.0,94.0,44.0,29.96,29.81,10.0,2.0,12.0,20.0,0.24,"Rain , Thunderstorm"
2015-02-03,43,40,42.0,28.0,96.0,55.0,30.36,30.21,10.0,2.0,8.0,11.0,0.26,Rain
2015-07-25,98,75,73.0,66.0,94.0,38.0,30.03,29.84,10.0,10.0,12.0,19.0,0,
2017-03-06,84,68,67.0,64.0,93.0,58.0,30.03,29.81,10.0,10.0,16.0,29.0,T,Rain
2016-03-23,82,65,65.0,59.0,87.0,54.0,29.89,29.68,10.0,7.0,15.0,27.0,0.05,
2014-05-09,86,66,71.0,58.0,87.0,50.0,29.96,29.77,10.0,1.0,20.0,39.0,T,"Rain , Thunderstorm"
2015-04-17,75,66,70.0,61.0,93.0,69.0,29.98,29.85,10.0,2.0,12.0,18.0,0.41,"Rain , Thunderstorm"
2016-09-20,99,75,75.0,65.0,94.0,38.0,30.08,29.94,10.0,10.0,10.0,17.0,0,
2014-06-04,91,74,71.0,68.0,87.0,52.0,29.93,29.79,10.0,10.0,12.0,21.0,0,
2016-06-27,96,75,75.0,68.0,87.0,42.0,30.14,29.98,10.0,10.0,8.0,15.0,0,
2014-08-04,94,72,72.0,65.0,87.0,44.0,30.06,29.92,10.0,7.0,13.0,20.0,0,
2016-10-27,88,64,67.0,58.0,93.0,43.0,30.23,30.12,10.0,10.0,9.0,14.0,0,
2014-06-19,91,76,74.0,66.0,88.0,47.0,30.05,29.94,10.0,10.0,13.0,22.0,0.01,
2014-06-30,96,77,74.0,67.0,88.0,39.0,30.03,29.86,10.0,7.0,17.0,27.0,0,
2014-12-04,66,58,65.0,55.0,100.0,87.0,30.2,30.04,10.0,1.0,12.0,16.0,0.06,Rain
2014-10-23,83,66,62.0,57.0,81.0,46.0,30.14,30.04,10.0,10.0,8.0,11.0,T,Rain
2017-01-29,70,40,34.0,28.0,65.0,22.0,30.4,30.28,10.0,10.0,14.0,22.0,0,
2016-09-21,96,75,75.0,61.0,91.0,33.0,30.08,29.94,10.0,7.0,10.0,13.0,0,
2017-02-22,87,51,49.0,40.0,71.0,24.0,29.96,29.73,10.0,10.0,10.0,15.0,0,
2016-11-21,77,44,57.0,36.0,84.0,43.0,30.19,29.99,10.0,10.0,13.0,21.0,0,
2014-12-28,47,32,34.0,26.0,92.0,49.0,30.33,30.19,10.0,7.0,14.0,21.0,0.13,Rain
2017-03-02,66,49,28.0,19.0,42.0,18.0,30.48,30.3,10.0,10.0,13.0,23.0,0,
2016-07-13,101,80,76.0,69.0,85.0,42.0,30.04,29.89,10.0,10.0,15.0,25.0,0,
2016-02-22,72,57,59.0,52.0,90.0,57.0,30.01,29.65,10.0,7.0,12.0,18.0,0,
2015-02-16,66,36,61.0,28.0,93.0,64.0,30.24,29.83,10.0,2.0,17.0,28.0,0.01,Rain
2015-08-07,101,76,73.0,66.0,88.0,33.0,29.95,29.79,10.0,10.0,13.0,22.0,0,
2016-07-04,99,80,75.0,70.0,85.0,39.0,29.98,29.85,10.0,10.0,14.0,24.0,0,
2017-02-03,53,45,37.0,31.0,61.0,53.0,30.44,30.29,10.0,10.0,13.0,21.0,T,
2014-08-20,102,78,75.0,63.0,85.0,29.0,30.0,29.83,10.0,8.0,17.0,29.0,0,
2014-01-07,48,22,29.0,4.0,68.0,17.0,30.66,30.36,10.0,10.0,13.0,22.0,0,
2015-07-31,102,78,70.0,62.0,69.0,35.0,30.01,29.88,10.0,10.0,13.0,21.0,0,
2015-03-25,84,62,63.0,59.0,93.0,51.0,29.98,29.84,10.0,10.0,16.0,27.0,0,
2016-11-24,76,46,60.0,45.0,93.0,46.0,30.26,30.12,10.0,10.0,8.0,12.0,0,
2017-03-04,59,54,57.0,39.0,100.0,44.0,30.4,30.24,10.0,2.0,13.0,18.0,0.66,Rain
2016-09-26,73,67,72.0,62.0,100.0,78.0,30.14,30.02,10.0,1.0,13.0,20.0,1.22,Rain
2016-04-03,79,44,45.0,39.0,89.0,27.0,30.26,30.08,10.0,10.0,12.0,17.0,0,
2014-07-16,95,73,74.0,68.0,93.0,43.0,30.03,29.83,10.0,1.0,15.0,22.0,0.31,"Rain , Thunderstorm"
2016-09-14,92,76,76.0,69.0,82.0,49.0,30.07,29.95,10.0,9.0,14.0,18.0,T,Rain
2015-04-06,85,65,67.0,64.0,100.0,51.0,30.01,29.86,10.0,2.0,14.0,24.0,0,
2016-01-17,57,32,35.0,30.0,89.0,41.0,30.25,30.1,10.0,10.0,12.0,18.0,0,
2014-09-22,91,70,70.0,66.0,90.0,47.0,30.12,30.01,10.0,10.0,9.0,16.0,0,
2016-11-25,66,55,60.0,49.0,97.0,77.0,30.4,30.2,10.0,6.0,10.0,14.0,0.03,Rain
2014-12-01,66,41,63.0,22.0,93.0,45.0,30.47,30.11,10.0,8.0,17.0,30.0,0,
2016-05-01,78,66,65.0,55.0,87.0,50.0,29.98,29.8,10.0,10.0,13.0,22.0,T,
2016-06-21,96,75,73.0,69.0,87.0,45.0,30.14,29.98,10.0,10.0,9.0,16.0,0,
2017-02-15,65,43,38.0,27.0,82.0,24.0,30.22,30.12,10.0,10.0,16.0,24.0,0,
2014-11-26,77,42,37.0,27.0,62.0,18.0,30.36,30.14,10.0,10.0,10.0,17.0,0,
2014-06-14,87,73,61.515243902439025,50.93368902439025,95.0,59.0,29.99,29.84,9.99158377964805,7.233009708737864,15.0,22.0,0,
2014-01-27,60,34,43.0,5.0,66.0,21.0,30.28,29.81,10.0,10.0,21.0,32.0,0.02,Rain
2014-11-06,63,55,56.0,46.0,93.0,56.0,30.35,30.22,10.0,5.0,10.0,17.0,0.04,Rain
2016-05-30,89,66,72.0,61.0,93.0,40.0,30.11,29.86,10.0,2.0,13.0,19.0,0.31,"Rain , Thunderstorm"
2016-11-19,63,41,33.0,26.0,67.0,25.0,30.63,30.48,10.0,10.0,13.0,22.0,0,
2015-02-24,37,30,34.0,26.0,92.0,76.0,30.41,30.02,10.0,2.0,9.0,15.0,0,
2015-08-15,98,79,73.0,56.0,74.0,33.0,30.04,29.88,10.0,10.0,10.0,16.0,0,Thunderstorm
2016-03-24,70,48,67.0,31.0,72.0,30.0,30.08,29.78,10.0,2.0,17.0,28.0,0.15,"Rain , Thunderstorm"
2017-02-04,51,47,52.0,36.0,100.0,54.0,30.35,30.13,10.0,1.0,9.0,12.0,0.02,Rain
2015-06-28,91,73,75.0,70.0,94.0,52.0,30.06,29.94,10.0,2.0,13.0,17.0,0.08,"Rain , Thunderstorm"
2016-05-31,82,67,75.0,67.0,100.0,69.0,29.93,29.78,10.0,1.0,14.0,22.0,1.07,"Rain , Thunderstorm"
2016-10-23,84,55,62.0,47.0,86.0,39.0,30.22,30.11,10.0,10.0,13.0,19.0,T,"Rain , Thunderstorm"
2017-05-10,83,71,70.0,66.0,90.0,62.0,29.98,29.86,10.0,7.0,14.0,23.0,T,
2017-06-19,92,76,74.0,68.0,94.0,49.0,30.03,29.82,10.0,2.0,13.0,19.0,0.01,"Rain , Thunderstorm"
2014-11-15,48,40,47.0,23.0,100.0,43.0,30.28,30.03,10.0,1.0,10.0,15.0,0.02,Rain
2015-05-30,88,70,70.0,64.0,93.0,55.0,30.07,29.94,10.0,8.0,12.0,16.0,T,"Rain , Thunderstorm"
2014-11-12,51,36,29.0,16.0,64.0,36.0,30.46,30.25,10.0,10.0,16.0,27.0,0,
2016-10-14,87,67,71.0,62.0,100.0,48.0,30.21,29.99,10.0,7.233009708737864,14.0,24.0,T,"Fog , Rain"
2016-11-12,77,57,58.0,54.0,93.0,50.0,30.28,30.17,10.0,1.0,9.0,13.0,0,
2016-07-18,99,78,75.0,68.0,91.0,39.0,30.17,30.02,10.0,10.0,14.0,23.0,0,
2017-06-27,91,71,74.0,67.0,100.0,50.0,30.05,29.9,10.0,2.0,20.0,30.0,0.01,Rain
2016-12-23,68,52,64.0,37.0,100.0,47.0,30.22,30.0,10.0,7.233009708737864,7.0,10.0,0.01,"Fog , Rain"
2016-03-15,92,67,68.0,41.0,100.0,18.0,29.92,29.72,10.0,3.0,12.0,20.0,0,
2014-02-18,82,55,63.0,32.0,78.0,32.0,30.1,29.89,10.0,9.0,13.0,20.0,0,
2014-01-03,58,28,37.0,18.0,75.0,22.0,30.48,30.14,10.0,10.0,14.0,21.0,0,
2017-07-23,103,77,74.0,66.0,85.0,31.0,29.93,29.82,10.0,2.0,13.0,24.0,0.04,"Rain , Thunderstorm"
2017-04-04,89,60,62.0,50.0,72.0,32.0,29.75,29.6,10.0,10.0,14.0,22.0,0,
2017-06-30,98,79,75.0,70.0,85.0,42.0,29.95,29.84,10.0,10.0,16.0,27.0,0,
2016-02-01,77,54,61.0,37.0,100.0,46.0,29.86,29.53,10.0,7.233009708737864,18.0,28.0,0,Fog
2017-01-03,75,44,44.0,31.0,80.0,24.0,30.18,29.95,10.0,10.0,12.0,23.0,0,
2017-01-25,69,48,63.0,27.0,84.0,22.0,30.17,29.73,10.0,10.0,15.0,24.0,0,
2017-02-10,79,51,63.0,36.0,87.0,52.0,30.28,30.03,10.0,7.0,7.0,22.0,0,
2016-03-04,76,45,47.0,33.0,71.0,25.0,30.21,30.04,10.0,10.0,12.0,22.0,0,
2014-03-22,77,61,65.0,51.0,100.0,60.0,30.02,29.88,10.0,1.0,12.0,17.0,0,
2014-11-16,50,34,49.0,28.0,100.0,82.0,30.25,29.92,10.0,7.233009708737864,17.0,28.0,0.01,"Fog , Rain"
2014-11-08,75,48,52.0,41.0,93.0,41.0,30.18,30.04,10.0,10.0,15.0,25.0,0,
2015-06-09,95,72,70.0,61.0,87.0,33.0,29.95,29.81,10.0,10.0,8.0,13.0,0,
