Date,TempHighF,TempLowF,DewPointHighF,DewPointLowF,HumidityHighPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityLowMiles,WindHighMPH,WindGustMPH,PrecipitationSumInches,Events
2014-11-17,53,30,27.0,14.0,82.0,22.0,30.5,30.25,10.0,10.0,16.0,26.0,0,
2017-02-01,82,51,59.0,45.0,100.0,35.0,30.09,29.89,10.0,2.0,14.0,20.0,0,
2016-10-06,92,76,74.0,68.0,94.0,47.0,29.97,29.83,10.0,10.0,16.0,23.0,T,
2016-01-29,76,38,39.0,33.0,85.0,21.0,30.12,29.93,10.0,10.0,14.0,24.0,0,
2016-12-14,57,43,48.0,38.0,89.0,66.0,30.31,30.13,10.0,7.0,12.0,17.0,0,
2014-02-12,57,33,34.0,27.0,75.0,38.0,30.27,30.08,10.0,7.0,14.0,22.0,0,
2014-10-16,86,57,54.0,44.0,72.0,27.0,30.0,29.87,10.0,10.0,13.0,23.0,0,
2015-08-10,105,74,61.515243902439025,50.93368902439025,100.0,24.0,30.112203647416415,29.931892097264434,9.99158377964805,7.233009708737864,14.0,20.0,0,
2013-12-24,61,31,36.0,21.0,89.0,22.0,30.56,30.3,10.0,7.0,12.0,20.0,0,
2016-08-17,84,75,78.0,73.0,100.0,79.0,30.11,30.01,10.0,1.0,12.0,16.0,0.3,"Rain , Thunderstorm"
2016-03-10,64,58,61.0,57.0,93.0,90.0,29.95,29.78,10.0,2.0,16.0,26.0,0.4,Rain
2014-09-03,100,76,74.0,62.0,88.0,33.0,30.02,29.88,10.0,10.0,17.0,26.0,0,
2014-02-07,38,29,29.0,17.0,78.0,58.0,30.41,30.24,10.0,2.0,8.0,12.0,0,
2016-06-10,91,69,73.0,68.0,97.0,56.0,30.02,29.89,10.0,9.0,10.0,14.0,0,
2016-07-07,99,79,74.0,71.0,85.0,42.0,29.98,29.86,10.0,5.0,16.0,26.0,0,
2014-07-24,94,74,77.0,68.0,94.0,46.0,30.08,29.9,10.0,2.0,8.0,12.0,0.09,Rain
2014-12-24,57,35,35.0,30.0,85.0,38.0,30.16,30.03,10.0,10.0,16.0,25.0,0,
2016-11-23,73,51,69.0,45.0,100.0,41.0,30.21,29.96,10.0,2.0,14.0,24.0,0.13,Rain
2015-10-16,90,62,66.0,48.0,93.0,26.0,30.21,30.09,10.0,10.0,12.0,16.0,0,
2014-03-03,47,24,27.0,12.0,75.0,37.0,30.44,30.25,10.0,4.0,18.0,29.0,0.08,"Rain , Thunderstorm"
2014-09-04,99,73,77.0,67.0,91.0,38.0,30.07,29.94,10.0,7.233009708737864,28.0,37.0,0.98,"Fog , Rain , Thunderstorm"
2017-03-16,79,58,63.0,55.0,100.0,56.0,30.26,30.07,10.0,2.0,14.0,24.0,0.02,
2013-12-23,58,32,31.0,23.0,76.0,27.0,30.56,30.41,10.0,10.0,8.0,12.0,0,
2017-04-07,81,52,51.0,44.0,77.0,32.0,30.25,30.07,10.0,10.0,12.0,20.0,0,
2015-07-20,97,74,73.0,67.0,94.0,38.0,30.02,29.83,10.0,8.0,12.0,19.0,0,
2016-10-15,91,71,71.0,67.0,93.0,47.0,30.09,29.91,10.0,10.0,12.0,21.0,0,
2014-08-19,96,77,72.0,62.0,76.0,34.0,29.93,29.78,10.0,9.0,16.0,25.0,0,Thunderstorm
2016-01-19,69,43,51.0,41.0,100.0,55.0,30.28,30.08,10.0,2.0,14.0,26.0,0,
2015-05-26,89,66,75.0,64.0,100.0,59.0,30.02,29.88,10.0,2.0,13.0,20.0,0,Thunderstorm
2014-12-23,59,43,44.0,34.0,77.0,55.0,30.02,29.63,10.0,10.0,18.0,31.0,T,Rain
2015-03-07,60,38,37.0,24.0,82.0,29.0,30.5,30.27,10.0,10.0,10.0,13.0,T,
2017-07-10,100,76,72.0,58.0,87.0,26.0,29.99,29.89,10.0,10.0,12.0,20.0,0,
2017-01-02,73,52,62.0,44.0,100.0,38.0,29.96,29.75,10.0,1.0,15.0,25.0,0.4,"Rain , Thunderstorm"
2015-09-11,93,75,75.0,68.0,94.0,49.0,29.99,29.85,10.0,4.0,12.0,20.0,T,
2016-02-20,76,66,64.0,60.0,87.0,64.0,30.09,29.95,10.0,7.0,14.0,21.0,0,
2015-11-07,63,56,57.0,43.0,100.0,57.0,30.26,30.04,10.0,7.233009708737864,17.0,28.0,0.53,"Fog , Rain"
2015-04-14,77,57,61.0,49.0,87.0,46.0,30.11,29.96,10.0,10.0,12.0,20.0,0,
2015-05-25,82,66,74.0,66.0,100.0,74.0,29.92,29.75,10.0,7.233009708737864,16.0,29.0,5.2,"Fog , Rain , Thunderstorm"
2014-04-17,67,56,61.0,49.0,97.0,72.0,30.17,29.99,10.0,1.0,10.0,15.0,0.06,Rain
2013-12-26,57,39,39.0,33.0,79.0,47.0,30.47,30.34,10.0,7.0,12.0,17.0,0,
2017-05-06,91,54,53.0,46.0,77.0,27.0,30.02,29.88,10.0,10.0,12.0,17.0,0,
2017-03-15,75,49,54.0,44.0,86.0,41.0,30.34,30.2,10.0,7.233009708737864,14.0,21.0,0,
2016-10-04,91,70,72.0,65.0,90.0,47.0,29.86,29.72,10.0,8.0,12.0,20.0,0,
2016-08-03,99,76,74.0,70.0,94.0,42.0,30.04,29.89,10.0,10.0,10.0,18.0,0,
2015-06-11,94,73,72.0,69.0,93.0,49.0,29.88,29.73,10.0,10.0,15.0,25.0,0,
2016-08-04,99,76,75.0,70.0,88.0,42.0,30.02,29.84,10.0,10.0,12.0,20.0,0,
2016-07-31,98,78,75.0,67.0,91.0,40.0,30.04,29.88,9.99158377964805,7.233009708737864,13.0,21.0,0,
2014-01-01,69,39,51.0,30.0,83.0,52.0,30.25,30.01,10.0,8.0,13.0,22.0,0,
2016-04-20,81,60,67.0,58.0,93.0,51.0,30.06,29.9,10.0,2.0,20.0,35.0,0.58,"Rain , Thunderstorm"
2014-11-18,56,30,27.0,19.0,78.0,24.0,30.57,30.42,10.0,3.0,10.0,15.0,0,
2016-07-24,101,78,75.0,68.0,91.0,37.0,29.99,29.83,10.0,10.0,13.0,21.0,0,
2016-03-07,76,64,65.0,59.0,87.0,64.0,29.95,29.71,10.0,2.0,21.0,33.0,0.01,Rain
2017-06-08,93,73,68.0,64.0,79.0,41.0,29.97,29.82,10.0,10.0,9.0,14.0,0,
2014-02-13,69,32,38.0,28.0,85.0,30.0,30.11,29.93,10.0,10.0,10.0,19.0,0,
2016-09-02,92,75,75.0,70.0,87.0,59.0,30.05,29.91,10.0,8.0,9.0,17.0,0,
2014-08-11,102,76,75.0,66.0,91.0,33.0,30.07,29.94,10.0,2.0,13.0,23.0,0.05,"Rain , Thunderstorm"
2014-03-15,74,62,64.0,59.0,93.0,68.0,29.97,29.68,10.0,7.233009708737864,12.0,17.0,0.07,"Fog , Rain"
2015-11-22,59,34,33.0,26.0,82.0,30.0,30.4,30.24,10.0,10.0,8.0,13.0,0,
2014-02-23,86,62,61.0,44.0,84.0,29.0,30.05,29.88,10.0,7.0,15.0,24.0,0,
2014-06-26,88,71,75.0,69.0,94.0,57.0,30.02,29.85,10.0,6.0,15.0,24.0,0.01,Rain
2016-11-29,79,49,48.0,38.0,80.0,25.0,29.81,29.59,10.0,10.0,8.0,12.0,0,
2014-05-21,89,70,66.0,61.0,84.0,38.0,30.1,29.96,10.0,10.0,16.0,27.0,0,
2016-10-01,80,59,61.0,53.0,87.0,42.0,30.11,30.01,10.0,10.0,7.0,13.0,T,
2016-10-30,87,65,67.0,54.0,100.0,34.0,30.18,30.07,10.0,8.0,10.0,14.0,0,
2015-01-13,42,35,37.0,31.0,92.0,73.0,30.52,30.38,10.0,4.0,12.0,21.0,0,
2014-05-07,88,70,67.0,62.0,84.0,46.0,29.88,29.75,10.0,10.0,18.0,31.0,0,
2014-06-11,94,66,73.0,62.0,87.0,41.0,29.89,29.74,10.0,10.0,14.0,21.0,0,
2015-06-04,88,68,70.0,63.0,90.0,45.0,30.0,29.9,10.0,10.0,12.0,16.0,0,
2015-09-16,93,75,74.0,69.0,94.0,49.0,30.13,29.98,10.0,2.0,13.0,19.0,0.04,Rain
2015-03-21,61,55,58.0,54.0,100.0,90.0,30.15,30.01,10.0,2.0,10.0,17.0,0.43,Rain
2016-10-22,80,47,48.0,41.0,86.0,27.0,30.24,30.1,10.0,10.0,9.0,16.0,0,
2016-12-29,70,49,65.0,16.0,84.0,18.0,30.53,30.08,10.0,10.0,18.0,30.0,0,
2015-11-14,65,54,52.0,40.0,83.0,48.0,30.36,30.28,10.0,6.0,8.0,11.0,0.01,Rain
2014-12-30,46,39,43.0,32.0,100.0,73.0,30.51,30.21,10.0,7.233009708737864,13.0,21.0,0,Fog
2015-07-16,95,74,72.0,67.0,93.0,44.0,30.02,29.87,10.0,4.0,12.0,19.0,0,
2014-05-30,94,68,67.0,60.0,84.0,36.0,29.86,29.78,10.0,10.0,9.0,17.0,0,
2014-02-09,76,41,53.0,38.0,96.0,44.0,30.12,29.93,10.0,7.233009708737864,13.0,20.0,0,Fog
2016-10-02,85,58,60.0,53.0,93.0,37.0,30.07,29.96,10.0,10.0,8.0,11.0,0,
2016-04-29,84,75,74.0,72.0,94.0,70.0,29.78,29.54,10.0,3.0,14.0,23.0,T,Rain
2014-01-22,70,37,39.0,24.0,70.0,19.0,30.23,30.01,10.0,10.0,12.0,18.0,0,
2014-08-16,104,77,74.0,60.0,88.0,25.0,29.95,29.81,10.0,10.0,14.0,24.0,0,
2016-03-12,74,57,58.0,54.0,100.0,49.0,29.97,29.81,10.0,8.0,9.0,16.0,T,Rain
2014-12-10,66,47,57.0,45.0,93.0,56.0,30.27,30.15,10.0,6.0,8.0,11.0,0.02,Rain
2014-06-03,90,75,72.0,68.0,82.0,52.0,30.03,29.88,10.0,10.0,10.0,17.0,T,
2015-04-21,81,51,63.0,47.0,89.0,43.0,30.02,29.88,10.0,10.0,13.0,22.0,0,
2015-08-29,95,71,65.0,60.0,79.0,31.0,30.04,29.93,10.0,10.0,9.0,15.0,0,
2016-01-28,71,32,36.0,27.0,82.0,23.0,30.27,30.08,10.0,10.0,10.0,17.0,0,
2015-10-11,95,64,64.0,59.0,78.0,31.0,30.05,29.8,10.0,10.0,13.0,21.0,0,
2014-10-12,77,61,72.0,55.0,93.0,78.0,30.04,29.72,10.0,7.0,13.0,24.0,0.01,"Rain , Thunderstorm"
2016-02-15,74,50,58.0,35.0,90.0,27.0,29.96,29.81,10.0,10.0,16.0,25.0,0,
2015-04-09,87,70,71.0,65.0,90.0,55.0,29.93,29.75,10.0,7.0,15.0,27.0,0,
2016-07-08,100,79,75.0,68.0,85.0,42.0,30.05,29.89,10.0,10.0,14.0,23.0,0,
2015-04-07,87,68,67.0,62.0,90.0,51.0,30.03,29.87,10.0,8.0,16.0,26.0,0,
2016-08-27,92,72,73.0,69.0,93.0,52.0,30.01,29.88,10.0,9.0,12.0,19.0,0,
2016-01-21,64,43,56.0,27.0,100.0,32.0,30.23,29.88,10.0,1.0,22.0,36.0,0.01,Rain
2015-07-19,97,76,74.0,68.0,88.0,42.0,30.05,29.9,10.0,10.0,13.0,22.0,0,
2015-11-30,55,45,48.0,43.0,100.0,72.0,30.11,30.03,10.0,4.0,7.0,11.0,0,
2016-08-24,93,76,75.0,69.0,94.0,49.0,30.15,29.99,10.0,5.0,13.0,21.0,0,
2016-12-28,83,62,67.0,56.0,93.0,51.0,30.15,29.96,10.0,4.0,12.0,20.0,0,
2015-12-22,79,49,66.0,46.0,93.0,45.0,29.92,29.53,10.0,10.0,13.0,20.0,0,
2016-10-21,77,53,47.0,41.0,71.0,28.0,30.31,30.16,10.0,10.0,9.0,15.0,0,
2015-06-24,92,74,74.0,70.0,100.0,56.0,30.19,30.04,10.0,10.0,12.0,16.0,0,
2014-10-25,88,62,61.0,57.0,84.0,39.0,30.17,30.06,10.0,10.0,8.0,12.0,0,
2017-02-05,72,51,64.0,51.0,100.0,78.0,30.13,29.98,10.0,7.233009708737864,12.0,19.0,T,Fog
2016-03-31,86,66,69.0,39.0,97.0,20.0,29.76,29.61,10.0,2.0,12.0,18.0,0,
2016-11-15,86,59,58.0,51.0,87.0,32.0,30.11,30.0,10.0,10.0,8.0,14.0,0,
2015-02-27,36,31,30.0,19.0,92.0,52.0,30.45,30.32,10.0,2.0,13.0,21.0,0.01,Rain
2015-07-26,98,76,75.0,68.0,94.0,40.0,29.95,29.82,10.0,6.0,12.0,17.0,0,
2017-06-28,92,71,72.0,67.0,93.0,47.0,29.96,29.81,10.0,10.0,10.0,18.0,0,
2016-06-06,90,70,63.0,57.0,68.0,38.0,29.88,29.8,10.0,10.0,13.0,20.0,0,
2017-02-20,70,58,59.0,54.0,100.0,59.0,30.02,29.86,10.0,1.0,21.0,34.0,1.12,"Rain , Thunderstorm"
2016-04-10,79,65,66.0,59.0,87.0,62.0,30.04,29.85,10.0,10.0,21.0,32.0,T,
2015-08-02,100,75,66.0,58.0,69.0,26.0,29.93,29.81,10.0,10.0,10.0,16.0,0,
2015-07-11,93,73,73.0,66.0,94.0,44.0,30.16,30.05,10.0,8.0,14.0,19.0,0,
2015-04-27,85,63,70.0,52.0,100.0,32.0,29.8,29.54,10.0,1.0,17.0,37.0,0.56,"Rain , Thunderstorm"
2015-01-10,36,32,34.0,19.0,100.0,52.0,30.56,30.31,10.0,2.0,8.0,13.0,0.3,"Rain , Thunderstorm"
2014-09-28,88,66,67.0,62.0,100.0,43.0,30.04,29.92,10.0,3.0,12.0,15.0,0,
2017-03-22,83,68,64.0,58.0,87.0,47.0,30.16,30.0,10.0,10.0,14.0,23.0,0,
2015-04-18,77,54,66.0,53.0,100.0,64.0,29.94,29.75,10.0,7.233009708737864,28.0,43.0,0.57,"Fog , Rain , Thunderstorm"
2014-09-29,89,67,68.0,61.0,93.0,43.0,29.99,29.87,10.0,10.0,8.0,12.0,0,
2015-03-03,63,41,59.0,41.0,100.0,90.0,30.15,29.85,5.0,7.233009708737864,8.0,13.0,0.01,"Fog , Rain"
2015-12-28,46,36,34.0,28.0,92.0,58.0,30.06,29.76,10.0,10.0,21.0,35.0,T,
2015-06-22,89,72,77.0,71.0,100.0,68.0,30.11,30.02,10.0,6.0,10.0,17.0,0,
2016-09-07,96,78,77.0,73.0,97.0,52.0,30.16,29.98,10.0,8.0,13.0,20.0,0,
2016-04-22,84,60,60.0,49.0,93.0,33.0,30.13,30.02,10.0,10.0,12.0,16.0,0,
2015-09-07,100,76,74.0,64.0,88.0,33.0,29.98,29.83,10.0,10.0,13.0,20.0,0,
2017-03-07,77,61,67.0,34.0,93.0,29.0,30.29,29.94,10.0,5.0,17.0,25.0,T,
2016-12-06,58,43,48.0,43.0,100.0,67.0,30.09,29.79,10.0,7.233009708737864,17.0,27.0,0,Fog
2017-06-04,91,68,71.0,66.0,100.0,52.0,29.9,29.75,10.0,2.0,12.0,24.0,0.17,"Rain , Thunderstorm"
2017-01-07,44,19,13.0,6.0,73.0,22.0,30.83,30.61,10.0,10.0,12.0,21.0,0,
2017-05-27,97,76,76.0,72.0,94.0,48.0,29.91,29.76,10.0,2.0,15.0,23.0,0.01,Rain
2014-04-21,84,64,65.0,57.0,93.0,51.0,30.07,29.9,10.0,2.0,14.0,25.0,0.01,"Rain , Thunderstorm"
2017-06-14,96,78,74.0,67.0,85.0,41.0,29.99,29.83,10.0,7.0,14.0,23.0,0,
2017-05-30,88,68,68.0,63.0,90.0,45.0,30.07,29.97,10.0,10.0,8.0,14.0,0,
2014-01-06,36,22,15.0,2.0,50.0,26.0,30.8,30.5,10.0,10.0,17.0,27.0,0,
2017-07-14,101,77,74.0,61.0,88.0,27.0,30.16,29.98,10.0,10.0,15.0,22.0,0,
2017-03-09,80,67,66.0,59.0,93.0,64.0,30.19,30.01,10.0,6.0,14.0,23.0,T,"Rain , Thunderstorm"
2017-03-17,83,65,64.0,61.0,87.0,51.0,30.18,30.06,10.0,9.0,15.0,24.0,0,
2016-03-13,85,56,61.0,37.0,97.0,20.0,29.83,29.72,10.0,2.0,15.0,25.0,0,
2017-01-15,73,51,66.0,50.0,100.0,73.0,30.25,29.84,10.0,1.0,17.0,29.0,0.61,"Rain , Thunderstorm"
2014-10-10,92,75,73.0,65.0,87.0,44.0,29.95,29.81,10.0,10.0,14.0,24.0,0,
2015-11-15,70,54,62.0,46.0,87.0,58.0,30.28,30.06,10.0,10.0,9.0,17.0,0,
2016-03-26,74,48,57.0,47.0,93.0,57.0,29.94,29.85,10.0,5.0,13.0,20.0,0,
2014-04-06,61,52,51.0,45.0,96.0,55.0,29.89,29.75,10.0,2.0,12.0,19.0,0.2,"Rain , Thunderstorm"
2014-01-13,71,43,60.0,17.0,87.0,14.0,30.16,29.86,10.0,7.0,17.0,29.0,0,
2014-02-28,80,44,50.0,35.0,83.0,37.0,29.92,29.75,10.0,7.0,13.0,21.0,0,
2016-02-09,74,39,33.0,20.0,59.0,20.0,30.4,30.23,10.0,10.0,14.0,23.0,0,
2015-02-19,70,38,49.0,31.0,85.0,37.0,30.38,30.08,10.0,10.0,14.0,28.0,0,
2016-03-02,78,49,62.0,32.0,81.0,36.0,30.21,29.9,10.0,8.0,16.0,25.0,0,
2016-11-02,88,73,74.0,69.0,100.0,55.0,30.15,29.99,10.0,5.0,12.0,17.0,0.01,Rain
2014-04-03,82,71,69.0,66.0,90.0,58.0,29.81,29.66,10.0,5.0,14.0,25.0,T,
2015-06-29,93,74,74.0,70.0,100.0,49.0,30.02,29.9,10.0,5.0,10.0,18.0,0,
2017-01-22,70,53,42.0,27.0,47.0,28.0,29.99,29.56,10.0,10.0,24.0,43.0,0,
2016-07-19,100,77,74.0,69.0,85.0,42.0,30.21,30.04,10.0,10.0,15.0,24.0,0,
2015-12-20,67,51,62.0,48.0,100.0,78.0,30.35,29.99,10.0,5.0,13.0,25.0,T,Rain
2017-05-17,90,70,74.0,58.0,100.0,34.0,29.84,29.68,10.0,2.0,14.0,24.0,0.12,Rain
2014-03-05,53,38,43.0,35.0,86.0,66.0,30.18,29.99,10.0,4.0,13.0,16.0,0,
2015-05-12,69,65,67.0,63.0,100.0,81.0,30.2,30.05,10.0,1.0,10.0,17.0,0.23,Rain
2017-03-30,82,54,50.0,39.0,77.0,23.0,29.93,29.75,10.0,10.0,15.0,26.0,0,
2014-07-27,98,75,74.0,65.0,94.0,33.0,30.08,29.94,10.0,9.0,13.0,22.0,0,
2017-03-05,75,57,65.0,57.0,100.0,68.0,30.23,29.99,10.0,1.0,12.0,19.0,0.27,Rain
2017-04-22,73,57,67.0,44.0,86.0,52.0,30.16,29.78,10.0,4.0,14.0,23.0,0.01,Rain
2014-09-12,96,66,74.0,62.0,94.0,39.0,30.15,29.91,10.0,1.0,15.0,24.0,0.51,"Rain , Thunderstorm"
2015-12-15,75,53,65.0,45.0,100.0,71.0,29.81,29.66,10.0,8.0,9.0,16.0,0,
2016-06-23,95,75,73.0,68.0,94.0,46.0,30.1,29.95,10.0,10.0,14.0,22.0,0,
2015-02-28,36,31,34.0,26.0,100.0,85.0,30.38,30.26,10.0,2.0,10.0,17.0,0.1,Rain
2014-04-10,87,57,59.0,48.0,90.0,27.0,30.11,29.91,10.0,10.0,17.0,31.0,0,
2016-05-15,72,62,67.0,54.0,93.0,72.0,30.13,29.97,10.0,4.0,9.0,15.0,0.23,Rain
2014-01-30,65,31,51.0,20.0,80.0,48.0,30.26,29.9,10.0,10.0,15.0,27.0,0,
2016-03-27,74,56,63.0,44.0,100.0,40.0,30.17,29.9,10.0,2.0,15.0,24.0,T,Rain
2014-09-23,85,67,66.0,55.0,74.0,40.0,30.15,30.04,10.0,10.0,8.0,12.0,0,
2014-11-25,67,38,38.0,25.0,85.0,20.0,30.37,30.2,10.0,10.0,9.0,16.0,0,
2017-07-21,104,77,74.0,61.0,85.0,27.0,30.01,29.86,10.0,10.0,14.0,24.0,T,
2015-10-05,85,67,56.0,48.0,57.0,32.0,30.09,29.96,10.0,10.0,9.0,13.0,0,
2014-06-24,93,74,74.0,69.0,94.0,49.0,30.05,29.94,10.0,7.233009708737864,22.0,35.0,0.24,"Fog , Rain , Thunderstorm"
2016-05-07,85,60,62.0,56.0,90.0,40.0,30.03,29.88,10.0,10.0,17.0,29.0,0,
2016-12-05,52,47,50.0,46.0,100.0,89.0,30.01,29.77,10.0,1.0,10.0,17.0,0.63,Rain
2016-09-08,95,77,76.0,69.0,91.0,49.0,30.06,29.89,10.0,10.0,12.0,20.0,0,
2014-02-20,83,57,64.0,27.0,81.0,15.0,30.09,29.71,10.0,7.0,16.0,28.0,0,
2015-07-22,97,77,74.0,68.0,85.0,42.0,29.95,29.81,10.0,10.0,13.0,23.0,0,
2015-10-07,91,62,63.0,53.0,72.0,36.0,30.1,29.96,10.0,10.0,12.0,15.0,0,
2016-02-07,68,32,37.0,30.0,96.0,28.0,30.38,30.1,10.0,6.0,13.0,21.0,0,
2015-01-12,46,40,45.0,36.0,100.0,76.0,30.44,30.15,10.0,7.233009708737864,14.0,20.0,0,Fog
2014-04-27,96,73,70.0,41.0,87.0,15.0,29.63,29.44,10.0,3.0,14.0,24.0,0,
2017-05-31,85,68,70.0,62.0,97.0,51.0,30.08,29.94,10.0,9.0,17.0,26.0,0.02,Rain
2014-08-29,96,77,75.0,67.0,88.0,39.0,29.92,29.77,10.0,2.0,15.0,23.0,0.07,"Rain , Thunderstorm"
2017-02-02,64,46,39.0,32.0,65.0,39.0,30.31,30.07,10.0,10.0,13.0,20.0,0,
2016-02-18,79,54,58.0,45.0,93.0,42.0,30.24,30.06,10.0,7.0,16.0,29.0,0,
2014-10-24,85,60,61.0,56.0,84.0,44.0,30.17,30.06,10.0,10.0,7.0,9.0,0,
2014-07-02,97,73,73.0,64.0,93.0,35.0,30.06,29.96,10.0,6.0,14.0,18.0,0,
2015-09-28,89,69,66.0,60.0,90.0,38.0,29.89,29.76,10.0,7.0,12.0,17.0,0,
2015-05-07,83,73,73.0,69.0,87.0,74.0,29.94,29.8,10.0,2.0,17.0,26.0,0.02,Rain
2014-01-23,56,27,42.0,20.0,78.0,50.0,30.73,30.06,10.0,2.0,20.0,31.0,0.06,"Rain , Snow"
2016-08-02,98,75,74.0,69.0,94.0,39.0,30.09,29.94,10.0,10.0,12.0,19.0,0,
2016-07-03,98,78,75.0,73.0,85.0,48.0,30.0,29.81,10.0,10.0,15.0,25.0,0,
2014-02-16,76,59,61.0,53.0,90.0,57.0,30.08,29.94,10.0,7.233009708737864,13.0,23.0,0,Fog
2016-01-25,75,56,57.0,37.0,93.0,38.0,30.06,29.87,10.0,10.0,10.0,20.0,0,
2014-12-14,74,61,64.0,59.0,100.0,64.0,30.07,29.84,10.0,5.0,14.0,26.0,0.07,Rain
2014-02-04,64,42,45.0,39.0,89.0,46.0,30.11,29.87,10.0,2.0,10.0,18.0,0.15,Rain
2016-11-06,76,59,67.0,57.0,93.0,76.0,30.19,30.07,10.0,5.0,12.0,20.0,0.07,Rain
2016-08-31,94,74,74.0,70.0,100.0,49.0,29.97,29.86,10.0,8.0,9.0,14.0,0.09,Rain
2015-10-31,77,65,73.0,59.0,100.0,64.0,29.91,29.6,10.0,1.0,16.0,27.0,0.89,"Rain , Thunderstorm"
2014-02-27,59,31,32.0,21.0,82.0,29.0,30.22,29.94,10.0,10.0,12.0,17.0,0,
2014-11-04,75,58,69.0,57.0,100.0,73.0,30.18,30.01,10.0,2.0,17.0,28.0,0.56,Rain
2014-10-08,90,74,72.0,65.0,93.0,46.0,30.06,29.9,10.0,10.0,15.0,23.0,0,
2014-02-05,48,31,42.0,16.0,80.0,39.0,30.5,30.13,10.0,10.0,16.0,24.0,0,
2014-09-24,84,60,60.0,51.0,90.0,37.0,30.16,30.07,10.0,10.0,9.0,16.0,0,
2017-04-23,77,50,44.0,40.0,71.0,29.0,30.19,30.0,10.0,10.0,14.0,22.0,0,
2014-10-14,80,51,48.0,37.0,77.0,21.0,30.17,30.03,10.0,10.0,14.0,20.0,0,
2014-08-02,90,68,68.0,64.0,93.0,46.0,30.1,29.96,10.0,10.0,10.0,18.0,0,
2016-09-25,88,70,76.0,69.0,100.0,65.0,30.05,29.92,10.0,7.233009708737864,13.0,21.0,0.76,"Fog , Rain , Thunderstorm"
2016-06-07,92,69,70.0,63.0,84.0,44.0,29.92,29.83,10.0,10.0,8.0,14.0,0,
2014-12-20,54,49,47.0,44.0,86.0,72.0,30.27,30.15,10.0,5.0,8.0,13.0,0,
2017-05-21,78,62,67.0,57.0,93.0,54.0,30.11,29.98,10.0,1.0,14.0,25.0,0.67,"Rain , Thunderstorm"
2014-12-22,77,56,56.0,43.0,93.0,33.0,29.83,29.6,10.0,8.0,12.0,18.0,0,
2013-12-21,74,45,67.0,43.0,93.0,57.0,29.86,29.59,10.0,2.0,20.0,31.0,0.46,"Rain , Thunderstorm"
2014-02-25,71,52,65.0,47.0,93.0,77.0,30.06,29.95,10.0,1.0,12.0,20.0,T,Rain
2016-03-08,83,68,69.0,64.0,90.0,58.0,29.78,29.6,10.0,1.0,17.0,30.0,0.22,"Rain , Thunderstorm"
2014-01-21,63,38,28.0,19.0,59.0,19.0,30.43,30.19,10.0,10.0,15.0,25.0,0,
2016-06-20,95,75,74.0,69.0,87.0,43.0,30.2,30.08,10.0,10.0,9.0,17.0,0,
2016-07-17,99,76,74.0,66.0,88.0,38.0,30.08,29.96,10.0,10.0,12.0,20.0,0,
2014-10-11,78,59,72.0,55.0,97.0,73.0,30.12,29.88,10.0,7.233009708737864,14.0,20.0,1.42,"Fog , Rain"
2017-06-10,93,70,69.0,59.0,84.0,40.0,29.93,29.8,10.0,10.0,14.0,21.0,0,
2014-04-13,78,68,68.0,61.0,90.0,67.0,29.85,29.62,10.0,8.0,18.0,29.0,T,
2014-08-23,101,75,73.0,62.0,94.0,29.0,30.04,29.84,10.0,9.0,14.0,21.0,0,
2015-02-09,83,52,50.0,38.0,77.0,20.0,30.14,30.01,10.0,10.0,9.0,13.0,0,
2014-05-31,93,70,69.0,65.0,84.0,41.0,29.89,29.82,10.0,10.0,10.0,20.0,0,
2015-10-30,75,67,73.0,65.0,100.0,79.0,29.87,29.62,10.0,7.233009708737864,29.0,42.0,4.93,"Fog , Rain , Thunderstorm"
2015-02-05,52,38,48.0,31.0,92.0,62.0,30.48,30.22,10.0,5.0,16.0,26.0,T,
2017-04-03,90,49,54.0,47.0,93.0,23.0,29.81,29.65,10.0,10.0,10.0,17.0,0,
2016-05-14,81,63,71.0,64.0,100.0,74.0,30.11,30.01,10.0,1.0,9.0,16.0,0.77,"Rain , Thunderstorm"
2016-02-27,73,42,52.0,36.0,82.0,42.0,30.33,30.13,10.0,10.0,14.0,21.0,0,
2017-05-04,79,60,47.0,39.0,60.0,25.0,30.12,29.95,10.0,10.0,18.0,34.0,0,
2013-12-22,56,39,43.0,28.0,93.0,43.0,30.41,29.87,10.0,5.0,16.0,25.0,0,
2014-08-25,101,76,73.0,60.0,88.0,29.0,29.97,29.81,10.0,10.0,10.0,15.0,0,
2017-04-17,80,63,67.0,57.0,90.0,69.0,30.05,29.93,10.0,6.0,16.0,26.0,T,"Rain , Thunderstorm"
2015-10-17,88,62,54.0,42.0,67.0,25.0,30.3,30.17,10.0,10.0,9.0,16.0,0,
2017-04-14,84,65,64.0,57.0,93.0,45.0,30.15,29.97,10.0,5.0,12.0,20.0,0,
2014-03-23,61,47,51.0,36.0,72.0,51.0,30.27,30.05,10.0,9.0,17.0,30.0,0,
2015-01-06,71,36,37.0,28.0,76.0,23.0,30.46,30.3,10.0,10.0,9.0,13.0,0,
2014-04-14,73,43,69.0,32.0,90.0,39.0,30.27,29.67,10.0,7.233009708737864,22.0,38.0,1.34,"Fog , Rain , Thunderstorm"
